genus	Control1	Control2	Control3	Control4	Control5	SynCom1	SynCom2	SynCom3	SynCom4	SynCom5
Georgfuchsia	2	0	0	0	0	0	0	0	0	0
ZOR0006	0	2	0	0	0	0	0	0	0	0
Planctopirus	0	2	0	0	0	0	0	0	0	0
SH_PL14	0	2	0	0	0	0	0	0	0	0
Gracilimonas	0	2	0	0	0	0	0	0	0	0
Sporacetigenium	0	2	0	0	0	0	0	0	0	0
JTB255_marine_benthic_group	0	0	2	0	0	0	0	0	0	0
Ketobacter	0	0	2	0	0	0	0	0	0	0
Nitrosomonas	0	0	2	0	0	0	0	0	0	0
Rhizobiales_bacterium_GAS113	0	0	0	2	0	0	0	0	0	0
Pseudarcicella	0	0	0	2	0	0	0	0	0	0
Chloracidobacterium	0	0	0	2	0	0	0	0	0	0
Prevotellaceae_NK3B31_group	0	0	0	0	2	0	0	0	0	0
Desulfitibacter	0	0	0	0	2	0	0	0	0	0
Halorientalis	0	0	0	0	0	2	0	0	0	0
Zavarzinella	0	0	0	0	0	2	0	0	0	0
Halorussus	0	0	0	0	0	2	0	0	0	0
Planktosalinus	0	0	0	0	0	2	0	0	0	0
Cerasicoccus	0	0	0	0	0	2	0	0	0	0
endosymbionts	0	0	0	0	0	0	2	0	0	0
Hymenobacter	0	0	0	0	0	0	2	0	0	0
Dubosiella	0	0	0	0	0	0	2	0	0	0
Rikenella	0	0	0	0	0	0	2	0	0	0
Aeriscardovia	0	0	0	0	0	0	2	0	0	0
Oceanicella	0	0	0	0	0	0	2	0	0	0
Anaerotruncus	0	0	0	0	0	0	0	2	0	0
[Eubacterium]_xylanophilum_group	0	0	0	0	0	0	0	2	0	0
Commensalibacter	0	0	0	0	0	0	0	2	0	0
Haloarcula	0	0	0	0	0	0	0	0	2	0
Clostridium_sensu_stricto_7	0	0	0	0	0	0	0	0	2	0
Sulfuritalea	0	0	0	0	0	0	0	0	2	0
Estrella	0	0	0	0	0	0	0	0	0	2
Haloparvum	0	0	0	0	0	0	0	0	0	2
Tissierella	0	0	0	0	0	0	0	0	0	2
Anaerovorax	0	0	0	0	0	0	0	0	0	2
Janthinobacterium	0	0	0	0	0	0	0	0	0	2
Sva0996_marine_group	0	0	0	0	0	0	0	0	0	2
Tepidisphaera	0	1	0	0	0	0	0	0	0	0
Xanthobacter	0	0	0	0	0	0	0	0	1	0
Clostridium_sensu_stricto_5	0	0	0	0	0	0	0	0	0	0
Klebsiella	0	0	0	0	0	0	0	0	0	0
Curvibacter	0	0	0	0	0	0	0	0	0	0
Trichlorobacter	0	0	0	0	0	0	0	0	0	0
Sideroxydans	0	0	0	0	0	0	0	0	0	0
Leifsonia	0	0	0	0	0	0	0	0	0	0
Desulfovirga	0	0	0	0	0	0	0	0	0	0
Acidovorax	0	0	0	0	0	0	0	0	0	0
Duganella	0	0	0	0	0	0	0	0	0	0
Mitsuaria	0	0	0	0	0	0	0	0	0	0
Oxynema_BDU_92071	0	0	0	0	0	0	0	0	0	0
Pelosinus	0	0	0	0	0	0	0	0	0	0
Aminobacter	0	0	0	0	0	0	0	0	0	0
Ideonella	0	0	0	0	0	0	0	0	0	0
Zoogloea	0	0	0	0	0	0	0	0	0	0
Kosakonia	0	0	0	0	0	0	0	0	0	0
Cellulomonas	0	0	0	0	0	0	0	0	0	0
Delftia	0	0	0	0	0	0	0	0	0	0
Propionivibrio	0	0	0	0	0	0	0	0	0	0
Syntrophus	0	0	0	0	0	0	0	0	0	0
Syntrophobacter	0	0	0	0	0	0	0	0	0	0
Rhodovastum	0	0	0	0	0	0	0	0	0	0
Desulfobacca	0	0	0	0	0	0	0	0	0	0
Croceicoccus	0	0	0	0	0	0	0	0	0	0
Actinoplanes	0	0	0	0	0	0	0	0	0	0
Rhizorhapis	0	0	0	0	0	0	0	0	0	0
Paucimonas	0	0	0	0	0	0	0	0	0	0
Rhodomicrobium	0	0	0	0	0	0	0	0	0	0
Actinoallomurus	0	0	0	0	0	0	0	0	0	0
bacterium_Ellin7530	0	0	0	0	0	0	0	0	0	0
Anaerocolumna	0	0	0	0	0	0	0	0	0	0
Halococcus	0	0	0	0	0	0	0	0	0	0
Microbacterium	0	0	0	0	0	0	0	0	0	0
Lactobacillus	0	0	0	0	0	0	0	0	0	0
Enterococcus	0	0	0	0	0	0	0	0	0	0
Oikopleura	0	0	0	0	0	0	0	0	0	0
Haloplanus	0	0	0	0	0	0	0	0	0	0
Anaerospora	0	0	0	0	0	0	0	0	0	0
Pleomorphomonas	0	0	0	0	0	0	0	0	0	0
UBA6140	0	0	0	0	0	0	0	0	0	0
Geotalea	0	0	0	0	0	0	0	0	0	0
Alsobacter	0	0	0	0	0	0	0	0	0	0
Siphonobacter	0	0	0	0	0	0	0	0	0	0
Sediminibacterium	0	0	0	0	0	0	0	0	0	0
Shimazuella	0	0	0	0	0	0	0	0	0	0
Filimonas	0	0	0	0	0	0	0	0	0	0
Sulfuricella	0	0	0	0	0	0	0	0	0	0
Pseudorhodoplanes	0	0	0	0	0	0	0	0	0	0
Sphingobacterium	0	0	0	0	0	0	0	0	0	0
Fontimonas	0	0	0	0	0	0	0	0	0	0
Chromobacterium	0	0	0	0	0	0	0	0	0	0
Serratia	0	0	0	0	0	0	0	0	0	0
Rhodocytophaga	0	0	0	0	0	0	0	0	0	0
Chroococcidiopsis_PCC_7203	0	0	0	0	0	0	0	0	0	0
Pseudarcobacter	0	0	0	0	0	0	0	0	0	0
Heliimonas	0	0	0	0	0	0	0	0	0	0
Desulfotomaculum	0	0	0	0	0	0	0	0	0	0
Candidatus_Obscuribacter	0	0	0	0	0	0	0	0	0	0
Candidatus_Megaira	0	0	0	0	0	0	0	0	0	0
Ureaplasma	0	0	0	0	0	0	0	0	0	0
Levilinea	0	0	0	0	0	0	0	0	0	0
Aliihoeflea	0	0	0	0	0	0	0	0	0	0
Escherichia_Shigella	0	0	0	0	0	0	0	0	0	0
OLB17	0	0	0	0	0	0	0	0	0	0
Cnuella	0	0	0	0	0	0	0	0	0	0
Flexibacter	0	0	0	0	0	0	0	0	0	0
Parafilimonas	0	0	0	0	0	0	0	0	0	0
Caldicoprobacter	0	0	0	0	0	0	0	0	0	0
Longimicrobium	0	0	0	0	0	0	0	0	0	0
Gordonia	0	0	0	0	0	0	0	0	0	0
E1B_B3_114	0	0	0	0	0	0	0	0	0	0
Glycomyces	0	0	0	0	0	0	0	0	0	0
Deferrisoma	0	0	0	0	0	0	0	0	0	0
Enterorhabdus	0	0	0	0	0	0	0	0	0	0
GOUTA6	0	0	0	0	0	0	0	0	0	0
[Ruminococcus]_torques_group	0	0	0	0	0	0	0	0	0	0
Ligilactobacillus	0	0	0	0	0	0	0	0	0	0
Ferroplasma	0	0	0	0	0	0	0	0	0	0
Telmatospirillum	0	0	0	0	0	0	0	0	0	0
Lacibacterium	0	0	0	0	0	0	0	0	0	0
Candidatus_Nitrosotenuis	0	0	0	0	0	0	0	0	0	0
Halovenus	0	0	0	0	0	0	0	0	0	0
Anaerobacterium	0	0	0	0	0	0	0	0	0	0
Fibrisoma	0	0	0	0	0	0	0	0	0	0
Olsenella	0	0	0	0	0	0	0	0	0	0
Armatimonas	0	0	0	0	0	0	0	0	0	0
Arcicella	0	0	0	0	0	0	0	0	0	0
Mycoplasma	0	0	0	0	0	0	0	0	0	0
Lactiplantibacillus	0	0	0	0	0	0	0	0	0	0
Aurantisolimonas	0	0	0	0	0	0	0	0	0	0
Crossiella	0	0	0	0	0	0	0	0	0	0
Micropepsis	0	0	0	0	0	0	0	0	0	0
Sh765B_TzT_35	0	0	0	0	0	0	0	0	0	0
Candidatus_Saccharimonas	0	0	0	0	0	0	0	0	0	0
U29_B03	0	0	0	0	0	0	0	0	0	0
Subgroup_23	0	0	0	0	0	0	0	0	0	0
Spirosoma	0	0	0	0	0	0	0	0	0	0
Pleurocapsa_PCC_7327	0	0	0	0	0	0	0	0	0	0
Butyrivibrio	0	0	0	0	0	0	0	0	0	0
Armatimonadetes_bacterium_55_13	0	0	0	0	0	0	0	0	0	0
NS5_marine_group	0	0	0	0	0	0	0	0	0	0
Curtobacterium	0	0	0	0	0	0	0	0	0	0
Terrisporobacter	0	0	0	0	0	0	0	0	0	0
Haematococcus_lacustris	0	0	0	0	0	0	0	0	0	0
Fischerella_PCC_9339	0	0	0	0	0	0	0	0	0	0
Sva0081_sediment_group	0	0	0	0	0	0	0	0	0	0
Pseudenhygromyxa	0	0	0	0	0	0	0	0	0	0
Methanospirillum	0	0	0	0	0	0	0	0	0	0
Clostridium_sensu_stricto_3	0	0	0	0	0	0	0	0	0	0
Kamptonema_PCC_6407	0	0	0	0	0	0	0	0	0	0
Sulfurospirillum	0	0	0	0	0	0	0	0	0	0
Stackebrandtia	0	0	0	0	0	0	0	0	0	0
Chroococcidiopsis_PCC_6712	0	0	0	0	0	0	0	0	0	0
Propionigenium	0	0	0	0	0	0	0	0	0	0
Christensenellaceae_R_7_group	0	0	0	0	0	0	0	0	0	0
Colidextribacter	0	0	0	0	0	0	0	0	0	0
Fastidiosipila	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_XPB1014_group	0	0	0	0	0	0	0	0	0	0
Izimaplasma	0	0	0	0	0	0	0	0	0	0
SUP05_cluster	0	0	0	0	0	0	0	0	0	0
Novibacillus	0	0	0	0	0	0	0	0	0	0
Fulvivirga	0	0	0	0	0	0	0	0	0	0
Candidatus_Amoebophilus	0	0	0	0	0	0	0	0	0	0
Clostridium_sensu_stricto_9	0	0	0	0	0	0	0	0	0	0
CENA384	0	0	0	0	0	0	0	0	0	0
Alicyclobacillus	0	0	0	0	0	0	0	0	0	0
Lactococcus	0	0	0	0	0	0	0	0	0	0
Kroppenstedtia	0	0	0	0	0	0	0	0	0	0
Vibrio	0	0	0	0	0	0	0	0	0	0
Rodentibacter	0	0	0	0	0	0	0	0	0	0
Thermomicrobium	0	0	0	0	0	0	0	0	0	0
Limnochorda	0	0	0	0	0	0	0	0	0	0
Ignavibacterium	0	0	0	0	0	0	0	0	0	0
Porphyromonas	0	0	0	0	0	0	0	0	0	0
Paraperlucidibaca	0	0	0	0	0	0	0	0	0	0
Candidatus_Entotheonella	0	0	0	0	0	0	0	0	0	0
Asinibacterium	0	0	0	0	0	0	0	0	0	0
Williamsia	0	0	0	0	0	0	0	0	0	0
Rheinheimera	0	0	0	0	0	0	0	0	0	0
Nibrella	0	0	0	0	0	0	0	0	0	0
Lautropia	0	0	0	0	0	0	0	0	0	0
Halanaerobium	0	0	0	0	0	0	0	0	0	0
Cryomorpha	0	0	0	0	0	0	0	0	0	0
Halapricum	0	0	0	0	0	0	0	0	0	0
Barnesiella	0	0	0	0	0	0	0	0	0	0
Desulfohalotomaculum	0	0	0	0	0	0	0	0	0	0
Actinocatenispora	0	0	0	0	0	0	0	0	0	0
Paludisphaera	0	0	0	0	0	0	0	0	0	0
Niveibacterium	0	0	0	0	0	0	0	0	0	0
unidentified_marine_bacterioplankton	0	0	0	0	0	0	0	0	0	0
dgA_11_gut_group	0	0	0	0	0	0	0	0	0	0
Pir3_lineage	0	0	0	0	0	0	0	0	0	0
Micavibrio	0	0	0	0	0	0	0	0	0	0
Bacteroidetes_bacterium_OLB10	0	0	0	0	0	0	0	0	0	0
Aneurinibacillus	0	0	0	0	0	0	0	0	0	0
Laceyella	0	0	0	0	0	0	0	0	0	0
OM43_clade	0	0	0	0	0	0	0	0	0	0
Proteiniclasticum	0	0	0	0	0	0	0	0	0	0
Candidatus_Cloacimonas	0	0	0	0	0	0	0	0	0	0
Pelagibius	0	0	0	0	0	0	0	0	0	0
Desulfofarcimen	0	0	0	0	0	0	0	0	0	0
Desulfurispora	0	0	0	0	0	0	0	0	0	0
Phascolarctobacterium	0	0	0	0	0	0	0	0	0	0
DMER64	0	0	0	0	0	0	0	0	0	0
Chitinilyticum	0	0	0	0	0	0	0	0	0	0
Limosilactobacillus	0	0	0	0	0	0	0	0	0	0
Hymenobacter_sp._9PNM_21	0	0	0	0	0	0	0	0	0	0
Isosphaera	0	0	0	0	0	0	0	0	0	0
Lentimonas	0	0	0	0	0	0	0	0	0	0
Salinarchaeum	0	0	0	0	0	0	0	0	0	0
Dinghuibacter	0	0	0	0	0	0	0	0	0	0
Aridibacter	0	0	0	0	0	0	0	0	0	0
Methylomonas	0	0	0	0	0	0	0	0	0	0
